iShares Russell 3000 ETF
Fund Holdings as of,"Feb 02, 2024"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NOV","NOV INC","Energy","Equity","1,874,838.48","0.01","1,874,838.48","106,404.00","17.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH CORP","Health Care","Equity","1,869,233.08","0.01","1,869,233.08","25,861.00","72.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Real Estate","Equity","1,870,054.80","0.01","1,870,054.80","66,314.00","28.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","1,866,825.18","0.01","1,866,825.18","5,826.00","320.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","1,859,194.35","0.01","1,859,194.35","44,109.00","42.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OGE","OGE ENERGY CORP","Utilities","Equity","1,857,107.70","0.01","1,857,107.70","55,769.00","33.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS INC","Consumer Staples","Equity","1,855,940.52","0.01","1,855,940.52","42,902.00","43.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAT","MATTEL INC","Consumer Discretionary","Equity","1,852,357.80","0.01","1,852,357.80","97,390.00","19.02","United States","NASDAQ","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","1,853,425.56","0.01","1,853,425.56","62,468.00","29.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCVX","VAXCYTE INC","Health Care","Equity","1,840,276.23","0.01","1,840,276.23","24,449.00","75.27","United States","NASDAQ","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","1,840,382.46","0.01","1,840,382.46","11,634.00","158.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCTY","PAYLOCITY HOLDING CORP","Industrials","Equity","1,838,870.60","0.01","1,838,870.60","11,260.00","163.31","United States","NASDAQ","USD","1.00","USD","-"
"HRB","H&R BLOCK INC","Consumer Discretionary","Equity","1,832,643.52","0.01","1,832,643.52","39,344.00","46.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","1,830,179.89","0.01","1,830,179.89","22,393.00","81.73","Peru","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Industrials","Equity","1,826,556.05","0.01","1,826,556.05","9,985.00","182.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","1,825,025.31","0.01","1,825,025.31","30,311.00","60.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENSG","ENSIGN GROUP INC","Health Care","Equity","1,825,106.58","0.01","1,825,106.58","15,111.00","120.78","United States","NASDAQ","USD","1.00","USD","-"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","Real Estate","Equity","1,825,440.30","0.01","1,825,440.30","34,830.00","52.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS INC","Health Care","Equity","1,824,037.10","0.01","1,824,037.10","6,170.00","295.63","United States","NASDAQ","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","1,822,539.16","0.01","1,822,539.16","81,146.00","22.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RRC","RANGE RESOURCES CORP","Energy","Equity","1,817,136.00","0.01","1,817,136.00","63,095.00","28.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","1,812,813.35","0.01","1,812,813.35","27,199.00","66.65","United States","NASDAQ","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","1,805,224.47","0.01","1,805,224.47","84,003.00","21.49","United States","NASDAQ","USD","1.00","USD","-"
"HQY","HEALTHEQUITY INC","Health Care","Equity","1,799,237.11","0.01","1,799,237.11","23,267.00","77.33","United States","NASDAQ","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","1,790,624.16","0.01","1,790,624.16","9,332.00","191.88","United States","NASDAQ","USD","1.00","USD","-"
"SPSC","SPS COMMERCE INC","Information Technology","Equity","1,786,629.90","0.01","1,786,629.90","9,934.00","179.85","United States","NASDAQ","USD","1.00","USD","-"
"RHP","RYMAN HOSPITALITY PROPERTIES REIT","Real Estate","Equity","1,780,428.30","0.01","1,780,428.30","15,659.00","113.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","1,775,331.00","0.01","1,775,331.00","13,990.00","126.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TOST","TOAST INC CLASS A","Financials","Equity","1,773,911.38","0.01","1,773,911.38","95,014.00","18.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","1,742,235.72","0.01","1,742,235.72","34,796.00","50.07","United States","NASDAQ","USD","1.00","USD","-"
"ARW","ARROW ELECTRONICS INC","Information Technology","Equity","1,742,780.67","0.01","1,742,780.67","15,657.00","111.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHALB","U HAUL NON VOTING SERIES N","Industrials","Equity","1,736,380.36","0.01","1,736,380.36","27,038.00","64.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLN","OLIN CORP","Materials","Equity","1,736,400.25","0.01","1,736,400.25","33,815.00","51.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","1,728,540.79","0.01","1,728,540.79","35,183.00","49.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GXO","GXO LOGISTICS INC","Industrials","Equity","1,722,189.28","0.01","1,722,189.28","31,381.00","54.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHRD","CHORD ENERGY CORP","Energy","Equity","1,716,646.50","0.01","1,716,646.50","11,331.00","151.50","United States","NASDAQ","USD","1.00","USD","-"
"SSB","SOUTHSTATE CORP","Financials","Equity","1,714,646.79","0.01","1,714,646.79","21,213.00","80.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WH","WYNDHAM HOTELS RESORTS INC","Consumer Discretionary","Equity","1,715,623.25","0.01","1,715,623.25","21,725.00","78.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GTLB","GITLAB INC CLASS A","Information Technology","Equity","1,711,077.50","0.01","1,711,077.50","23,650.00","72.35","United States","NASDAQ","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","Equity","1,711,582.09","0.01","1,711,582.09","33,023.00","51.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","1,708,871.40","0.01","1,708,871.40","62,028.00","27.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AR","ANTERO RESOURCES CORP","Energy","Equity","1,707,310.55","0.01","1,707,310.55","77,995.00","21.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFR","CULLEN FROST BANKERS INC","Financials","Equity","1,705,798.68","0.01","1,705,798.68","16,372.00","104.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Financials","Equity","1,700,265.20","0.01","1,700,265.20","20,495.00","82.96","United States","NASDAQ","USD","1.00","USD","-"
"INSP","INSPIRE MEDICAL SYSTEMS INC","Health Care","Equity","1,699,107.79","0.01","1,699,107.79","7,793.00","218.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGNC","AGNC INVESTMENT REIT CORP","Financials","Equity","1,699,422.50","0.01","1,699,422.50","177,950.00","9.55","United States","NASDAQ","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","1,699,866.79","0.01","1,699,866.79","9,613.00","176.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCN","FTI CONSULTING INC","Industrials","Equity","1,697,119.41","0.01","1,697,119.41","8,813.00","192.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","1,687,419.63","0.01","1,687,419.63","27,859.00","60.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CGNX","COGNEX CORP","Information Technology","Equity","1,688,035.57","0.01","1,688,035.57","45,883.00","36.79","United States","NASDAQ","USD","1.00","USD","-"
"SIGI","SELECTIVE INSURANCE GROUP INC","Financials","Equity","1,679,492.22","0.01","1,679,492.22","16,898.00","99.39","United States","NASDAQ","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","1,672,797.20","0.01","1,672,797.20","19,406.00","86.20","United States","NASDAQ","USD","1.00","USD","-"
"APLS","APELLIS PHARMACEUTICALS INC","Health Care","Equity","1,673,104.64","0.01","1,673,104.64","26,744.00","62.56","United States","NASDAQ","USD","1.00","USD","-"
"G","GENPACT LTD","Industrials","Equity","1,673,666.80","0.01","1,673,666.80","47,710.00","35.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITCI","INTRA CELLULAR THERAPIES INC","Health Care","Equity","1,660,335.25","0.01","1,660,335.25","24,689.00","67.25","United States","NASDAQ","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","1,659,729.77","0.01","1,659,729.77","32,209.00","51.53","United States","NASDAQ","USD","1.00","USD","-"
"MSTR","MICROSTRATEGY INC CLASS A","Information Technology","Equity","1,645,329.00","0.01","1,645,329.00","3,290.00","500.10","United States","NASDAQ","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","1,644,097.68","0.01","1,644,097.68","9,748.00","168.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMC","COMMERCIAL METALS","Materials","Equity","1,637,392.08","0.01","1,637,392.08","32,068.00","51.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","1,637,439.37","0.01","1,637,439.37","11,081.00","147.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","1,635,816.00","0.01","1,635,816.00","19,110.00","85.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","1,627,891.98","0.01","1,627,891.98","14,638.00","111.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","1,621,540.88","0.01","1,621,540.88","16,516.00","98.18","United States","NASDAQ","USD","1.00","USD","-"
"ADC","AGREE REALTY REIT CORP","Real Estate","Equity","1,621,786.56","0.01","1,621,786.56","27,312.00","59.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","1,621,851.21","0.01","1,621,851.21","9,177.00","176.73","United States","NASDAQ","USD","1.00","USD","-"
"ESNT","ESSENT GROUP LTD","Financials","Equity","1,618,814.19","0.01","1,618,814.19","29,589.00","54.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","1,617,127.40","0.01","1,617,127.40","30,380.00","53.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","1,617,559.88","0.01","1,617,559.88","100,532.00","16.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HXL","HEXCEL CORP","Industrials","Equity","1,615,967.24","0.01","1,615,967.24","23,447.00","68.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","1,609,518.69","0.01","1,609,518.69","12,777.00","125.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","1,603,040.78","0.01","1,603,040.78","101,266.00","15.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL CORP","Financials","Equity","1,601,764.17","0.01","1,601,764.17","17,133.00","93.49","United States","NASDAQ","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","1,601,830.79","0.01","1,601,830.79","15,749.00","101.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","1,594,974.48","0.01","1,594,974.48","14,442.00","110.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZION","ZIONS BANCORPORATION","Financials","Equity","1,587,308.45","0.01","1,587,308.45","40,033.00","39.65","United States","NASDAQ","USD","1.00","USD","-"
"WFRD","WEATHERFORD INTERNATIONAL PLC","Energy","Equity","1,585,197.54","0.01","1,585,197.54","18,549.00","85.46","United States","NASDAQ","USD","1.00","USD","-"
"PLNT","PLANET FITNESS INC CLASS A","Consumer Discretionary","Equity","1,574,723.04","0.01","1,574,723.04","22,832.00","68.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMAR","SMARTSHEET INC CLASS A","Information Technology","Equity","1,570,755.24","0.01","1,570,755.24","34,836.00","45.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MASI","MASIMO CORP","Health Care","Equity","1,565,616.16","0.01","1,565,616.16","11,642.00","134.48","United States","NASDAQ","USD","1.00","USD","-"
"PBF","PBF ENERGY INC CLASS A","Energy","Equity","1,564,458.37","0.01","1,564,458.37","31,727.00","49.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LFUS","LITTELFUSE INC","Information Technology","Equity","1,562,643.52","0.01","1,562,643.52","6,368.00","245.39","United States","NASDAQ","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","1,561,965.42","0.01","1,561,965.42","13,478.00","115.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOVT","NOVANTA INC","Information Technology","Equity","1,559,912.25","0.01","1,559,912.25","9,925.00","157.17","United States","NASDAQ","USD","1.00","USD","-"
"VNT","VONTIER CORP","Information Technology","Equity","1,558,801.92","0.01","1,558,801.92","43,264.00","36.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","1,559,561.85","0.01","1,559,561.85","93,555.00","16.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DV","DOUBLEVERIFY HOLDINGS INC","Information Technology","Equity","1,556,087.77","0.01","1,556,087.77","37,379.00","41.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","1,547,512.47","0.01","1,547,512.47","11,823.00","130.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLI","MUELLER INDUSTRIES INC","Industrials","Equity","1,541,825.08","0.01","1,541,825.08","31,268.00","49.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCOR","PROCORE TECHNOLOGIES INC","Information Technology","Equity","1,540,722.69","0.01","1,540,722.69","21,051.00","73.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FYBR","FRONTIER COMMUNICATIONS PARENT INC","Communication","Equity","1,539,061.85","0.01","1,539,061.85","63,835.00","24.11","United States","NASDAQ","USD","1.00","USD","-"
"BCC","BOISE CASCADE","Industrials","Equity","1,536,020.40","0.01","1,536,020.40","11,080.00","138.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","1,536,215.78","0.01","1,536,215.78","77,158.00","19.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","1,527,743.25","0.01","1,527,743.25","14,025.00","108.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Industrials","Equity","1,526,311.20","0.01","1,526,311.20","24,810.00","61.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT CORP","Financials","Equity","1,519,882.63","0.01","1,519,882.63","76,723.00","19.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","Consumer Discretionary","Equity","1,520,255.10","0.01","1,520,255.10","15,145.00","100.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TENB","TENABLE HOLDINGS INC","Information Technology","Equity","1,514,751.84","0.01","1,514,751.84","31,696.00","47.79","United States","NASDAQ","USD","1.00","USD","-"
"AZEK","AZEK COMPANY INC CLASS A","Industrials","Equity","1,512,952.35","0.01","1,512,952.35","37,219.00","40.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLR","FLUOR CORP","Industrials","Equity","1,511,394.60","0.01","1,511,394.60","39,462.00","38.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZPN","ASPEN TECHNOLOGY INC","Information Technology","Equity","1,507,559.75","0.01","1,507,559.75","7,741.00","194.75","United States","NASDAQ","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","1,501,543.70","0.01","1,501,543.70","26,366.00","56.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
