iShares Russell 3000 ETF
Fund Holdings as of,"Feb 02, 2024"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"KGS","KODIAK GAS SERVICES INC","Energy","Equity","152,247.76","0.00","152,247.76","6,631.00","22.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMCI","TREACE MEDICAL CONCEPTS INC","Health Care","Equity","152,337.74","0.00","152,337.74","10,858.00","14.03","United States","NASDAQ","USD","1.00","USD","-"
"NVTS","NAVITAS SEMICONDUCTOR CORP","Information Technology","Equity","152,725.01","0.00","152,725.01","27,127.00","5.63","United States","NASDAQ","USD","1.00","USD","-"
"KRUS","KURA SUSHI USA INC","Consumer Discretionary","Equity","150,220.80","0.00","150,220.80","1,536.00","97.80","United States","NASDAQ","USD","1.00","USD","-"
"CLW","CLEARWATER PAPER CORP","Materials","Equity","150,268.78","0.00","150,268.78","4,573.00","32.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADV","ADVANTAGE SOLUTIONS INC CLASS A","Communication","Equity","150,415.29","0.00","150,415.29","38,867.00","3.87","United States","NASDAQ","USD","1.00","USD","-"
"SWI","SOLARWINDS CORP","Information Technology","Equity","150,439.30","0.00","150,439.30","12,433.00","12.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRPH","FRP HOLDINGS INC","Real Estate","Equity","150,764.10","0.00","150,764.10","2,551.00","59.10","United States","NASDAQ","USD","1.00","USD","-"
"DDD","3D SYSTEMS CORP","Industrials","Equity","151,077.29","0.00","151,077.29","31,409.00","4.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LXU","LSB INDUSTRIES INC","Materials","Equity","151,303.68","0.00","151,303.68","19,701.00","7.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTTR","MATTERPORT INC CLASS A","Information Technology","Equity","151,320.91","0.00","151,320.91","66,079.00","2.29","United States","NASDAQ","USD","1.00","USD","-"
"IIIN","INSTEEL INDUSTRIES INC","Industrials","Equity","151,414.08","0.00","151,414.08","4,341.00","34.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCBC","FIRST COMMUNITY BANKSHARES INC","Financials","Equity","151,427.64","0.00","151,427.64","4,459.00","33.96","United States","NASDAQ","USD","1.00","USD","-"
"BRY","BERRY","Energy","Equity","149,135.06","0.00","149,135.06","23,266.00","6.41","United States","NASDAQ","USD","1.00","USD","-"
"TAST","CARROLS RESTAURANT GROUP INC","Consumer Discretionary","Equity","149,154.31","0.00","149,154.31","15,817.00","9.43","United States","NASDAQ","USD","1.00","USD","-"
"NVRO","NEVRO CORP","Health Care","Equity","149,526.96","0.00","149,526.96","9,196.00","16.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATXS","ASTRIA THERAPEUTICS INC","Health Care","Equity","149,746.10","0.00","149,746.10","11,431.00","13.10","United States","NASDAQ","USD","1.00","USD","-"
"CNDT","CONDUENT INC","Industrials","Equity","149,864.40","0.00","149,864.40","41,629.00","3.60","United States","NASDAQ","USD","1.00","USD","-"
"RVLV","REVOLVE GROUP CLASS A INC","Consumer Discretionary","Equity","147,675.00","0.00","147,675.00","9,845.00","15.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LWLG","LIGHTWAVE LOGIC INC","Information Technology","Equity","147,685.96","0.00","147,685.96","32,036.00","4.61","United States","NASDAQ","USD","1.00","USD","-"
"FMNB","FARMERS NATIONAL BANC CORP","Financials","Equity","148,045.26","0.00","148,045.26","10,942.00","13.53","United States","NASDAQ","USD","1.00","USD","-"
"UVSP","UNIVEST FINANCIAL CORP","Financials","Equity","148,078.28","0.00","148,078.28","7,273.00","20.36","United States","NASDAQ","USD","1.00","USD","-"
"HDSN","HUDSON TECHNOLOGIES INC","Industrials","Equity","148,357.10","0.00","148,357.10","11,465.00","12.94","United States","NASDAQ","USD","1.00","USD","-"
"RES","RPC INC","Energy","Equity","148,374.30","0.00","148,374.30","21,046.00","7.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EHAB","ENHABIT INC","Health Care","Equity","148,626.97","0.00","148,626.97","14,557.00","10.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GCI","GANNETT CO INC","Communication","Equity","146,287.12","0.00","146,287.12","61,208.00","2.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTBI","HOMETRUST BANCSHARES INC","Financials","Equity","146,303.52","0.00","146,303.52","5,496.00","26.62","United States","NASDAQ","USD","1.00","USD","-"
"CWCO","CONSOLIDATED WATER LTD","Utilities","Equity","146,329.92","0.00","146,329.92","4,768.00","30.69","United States","NASDAQ","USD","1.00","USD","-"
"OLO","OLO INC CLASS A","Information Technology","Equity","146,810.91","0.00","146,810.91","27,037.00","5.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHCT","COMMUNITY HEALTHCARE TRUST INC","Real Estate","Equity","146,817.60","0.00","146,817.60","5,840.00","25.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFST","BUSINESS FIRST BANCSHARES INC","Financials","Equity","147,050.88","0.00","147,050.88","6,612.00","22.24","United States","NASDAQ","USD","1.00","USD","-"
"TRST","TRUSTCO BANK CORP","Financials","Equity","147,059.28","0.00","147,059.28","5,288.00","27.81","United States","NASDAQ","USD","1.00","USD","-"
"SCVL","SHOE CARNIVAL INC","Consumer Discretionary","Equity","147,089.16","0.00","147,089.16","5,597.00","26.28","United States","NASDAQ","USD","1.00","USD","-"
"CASS","CASS INFORMATION SYSTEMS INC","Financials","Equity","145,118.70","0.00","145,118.70","3,447.00","42.10","United States","NASDAQ","USD","1.00","USD","-"
"SILK","SILK ROAD MEDICAL INC","Health Care","Equity","145,537.44","0.00","145,537.44","9,426.00","15.44","United States","NASDAQ","USD","1.00","USD","-"
"PTLO","PORTILLO S INC CLASS A","Consumer Discretionary","Equity","145,863.84","0.00","145,863.84","10,616.00","13.74","United States","NASDAQ","USD","1.00","USD","-"
"CGEM","CULLINAN ONCOLOGY INC","Health Care","Equity","145,958.25","0.00","145,958.25","8,223.00","17.75","United States","NASDAQ","USD","1.00","USD","-"
"SMBK","SMARTFINANCIAL INC","Financials","Equity","146,055.00","0.00","146,055.00","6,500.00","22.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KE","KIMBALL ELECTRONICS INC","Information Technology","Equity","146,100.70","0.00","146,100.70","6,113.00","23.90","United States","NASDAQ","USD","1.00","USD","-"
"SKWD","SKYWARD SPECIALTY INSURANCE GROUP","Financials","Equity","144,068.16","0.00","144,068.16","4,841.00","29.76","United States","NASDAQ","USD","1.00","USD","-"
"RGP","RESOURCES CONNECTION INC","Industrials","Equity","144,322.20","0.00","144,322.20","10,835.00","13.32","United States","NASDAQ","USD","1.00","USD","-"
"SB","SAFE BULKERS INC","Industrials","Equity","144,474.50","0.00","144,474.50","36,950.00","3.91","Monaco","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRON","DISC MEDICINE INC","Health Care","Equity","144,517.50","0.00","144,517.50","2,141.00","67.50","United States","NASDAQ","USD","1.00","USD","-"
"TVTX","TRAVERE THERAPEUTICS INC","Health Care","Equity","144,830.91","0.00","144,830.91","17,059.00","8.49","United States","NASDAQ","USD","1.00","USD","-"
"LFST","LIFESTANCE HEALTH GROUP INC","Health Care","Equity","142,394.93","0.00","142,394.93","23,693.00","6.01","United States","NASDAQ","USD","1.00","USD","-"
"LASR","NLIGHT INC","Information Technology","Equity","142,546.36","0.00","142,546.36","11,033.00","12.92","United States","NASDAQ","USD","1.00","USD","-"
"HTBK","HERITAGE COMMERCE CORP","Financials","Equity","142,553.36","0.00","142,553.36","16,712.00","8.53","United States","NASDAQ","USD","1.00","USD","-"
"NFBK","NORTHFIELD BANCORP INC","Financials","Equity","142,554.00","0.00","142,554.00","12,396.00","11.50","United States","NASDAQ","USD","1.00","USD","-"
"OCUL","OCULAR THERAPEUTIX INC","Health Care","Equity","142,600.22","0.00","142,600.22","27,529.00","5.18","United States","NASDAQ","USD","1.00","USD","-"
"AGS","PLAYAGS INC","Consumer Discretionary","Equity","142,648.65","0.00","142,648.65","16,155.00","8.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMRK","A MARK PRECIOUS METALS INC","Financials","Equity","141,712.00","0.00","141,712.00","5,210.00","27.20","United States","NASDAQ","USD","1.00","USD","-"
"CART","MAPLEBEAR INC","Consumer Staples","Equity","142,278.84","0.00","142,278.84","5,673.00","25.08","United States","NASDAQ","USD","1.00","USD","-"
"NAPA","DUCKHORN PORTFOLIO INC","Consumer Staples","Equity","139,858.37","0.00","139,858.37","15,839.00","8.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANIK","ANIKA THERAPEUTICS INC","Health Care","Equity","140,332.50","0.00","140,332.50","6,075.00","23.10","United States","NASDAQ","USD","1.00","USD","-"
"VZIO","VIZIO HOLDING CORP CLASS A","Consumer Discretionary","Equity","140,445.96","0.00","140,445.96","19,588.00","7.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FWRG","FIRST WATCH RESTAURANT GROUP INC","Consumer Discretionary","Equity","140,739.93","0.00","140,739.93","6,453.00","21.81","United States","NASDAQ","USD","1.00","USD","-"
"SEMR","SEMRUSH HOLDINGS INC CLASS A","Information Technology","Equity","140,820.02","0.00","140,820.02","12,331.00","11.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIP","FTAI INFRASTRUCTURE INC","Industrials","Equity","140,850.52","0.00","140,850.52","32,909.00","4.28","United States","NASDAQ","USD","1.00","USD","-"
"NRC","NATIONAL RESEARCH CORP","Health Care","Equity","140,897.07","0.00","140,897.07","3,807.00","37.01","United States","NASDAQ","USD","1.00","USD","-"
"MITK","MITEK SYSTEMS INC","Information Technology","Equity","140,975.76","0.00","140,975.76","11,083.00","12.72","United States","NASDAQ","USD","1.00","USD","-"
"PLOW","DOUGLAS DYNAMICS INC","Industrials","Equity","141,066.00","0.00","141,066.00","5,532.00","25.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HSII","HEIDRICK AND STRUGGLES INTERNATION","Industrials","Equity","138,592.30","0.00","138,592.30","4,510.00","30.73","United States","NASDAQ","USD","1.00","USD","-"
"PFIS","PEOPLES FINANCIAL SERVICES CORP","Financials","Equity","138,612.80","0.00","138,612.80","3,280.00","42.26","United States","NASDAQ","USD","1.00","USD","-"
"TBPH","THERAVANCE BIOPHARMA INC","Health Care","Equity","138,635.30","0.00","138,635.30","15,577.00","8.90","United States","NASDAQ","USD","1.00","USD","-"
"VERV","VERVE THERAPEUTICS INC","Health Care","Equity","138,648.93","0.00","138,648.93","12,593.00","11.01","United States","NASDAQ","USD","1.00","USD","-"
"OIS","OIL STATES INTERNATIONAL INC","Energy","Equity","139,152.65","0.00","139,152.65","23,387.00","5.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLNK","MERIDIANLINK INC","Information Technology","Equity","139,207.25","0.00","139,207.25","6,119.00","22.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THRY","THRYV HOLDINGS INC","Communication","Equity","139,497.24","0.00","139,497.24","6,726.00","20.74","United States","NASDAQ","USD","1.00","USD","-"
"AMCX","AMC NETWORKS CLASS A INC","Communication","Equity","139,605.30","0.00","139,605.30","7,713.00","18.10","United States","NASDAQ","USD","1.00","USD","-"
"ATRO","ASTRONICS CORP","Industrials","Equity","137,362.68","0.00","137,362.68","7,787.00","17.64","United States","NASDAQ","USD","1.00","USD","-"
"RAPT","RAPT THERAPEUTICS INC","Health Care","Equity","137,508.56","0.00","137,508.56","5,518.00","24.92","United States","NASDAQ","USD","1.00","USD","-"
"UI","UBIQUITI INC","Information Technology","Equity","137,644.44","0.00","137,644.44","1,069.00","128.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TBI","TRUEBLUE INC","Industrials","Equity","138,277.44","0.00","138,277.44","10,108.00","13.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALHC","ALIGNMENT HEALTHCARE INC","Health Care","Equity","135,963.36","0.00","135,963.36","20,982.00","6.48","United States","NASDAQ","USD","1.00","USD","-"
"TRC","TEJON RANCH","Real Estate","Equity","135,994.41","0.00","135,994.41","8,537.00","15.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALXO","ALX ONCOLOGY HOLDINGS INC","Health Care","Equity","136,180.80","0.00","136,180.80","9,264.00","14.70","United States","NASDAQ","USD","1.00","USD","-"
"BATRA","ATLANTA BRAVES HOLDINGS INC SERIES","Communication","Equity","136,321.29","0.00","136,321.29","3,171.00","42.99","United States","NASDAQ","USD","1.00","USD","-"
"LTH","LIFE TIME GROUP HOLDINGS INC","Consumer Discretionary","Equity","136,369.00","0.00","136,369.00","10,292.00","13.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BSRR","SIERRA BANCORP","Financials","Equity","137,069.03","0.00","137,069.03","7,091.00","19.33","United States","NASDAQ","USD","1.00","USD","-"
"CLDT","CHATHAM LODGING TRUST REIT","Real Estate","Equity","137,096.64","0.00","137,096.64","13,032.00","10.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LMNR","LIMONEIRA","Consumer Staples","Equity","134,632.96","0.00","134,632.96","7,513.00","17.92","United States","NASDAQ","USD","1.00","USD","-"
"GSBC","GREAT SOUTHERN BANCORP INC","Financials","Equity","134,909.80","0.00","134,909.80","2,612.00","51.65","United States","NASDAQ","USD","1.00","USD","-"
"HAFC","HANMI FINANCIAL CORP","Financials","Equity","135,021.96","0.00","135,021.96","8,508.00","15.87","United States","NASDAQ","USD","1.00","USD","-"
"FDMT","4D MOLECULAR THERAPEUTICS INC","Health Care","Equity","135,145.23","0.00","135,145.23","7,727.00","17.49","United States","NASDAQ","USD","1.00","USD","-"
"TWKS","THOUGHTWORKS HOLDING INC","Information Technology","Equity","135,256.19","0.00","135,256.19","29,213.00","4.63","United States","NASDAQ","USD","1.00","USD","-"
"HBNC","HORIZON BANCORP INC","Financials","Equity","135,610.60","0.00","135,610.60","10,678.00","12.70","United States","NASDAQ","USD","1.00","USD","-"
"PBPB","POTBELLY CORP","Consumer Discretionary","Equity","135,669.60","0.00","135,669.60","10,278.00","13.20","United States","NASDAQ","USD","1.00","USD","-"
"XPER","XPERI INC","Information Technology","Equity","133,457.52","0.00","133,457.52","12,543.00","10.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FATE","FATE THERAPEUTICS INC","Health Care","Equity","133,705.64","0.00","133,705.64","20,507.00","6.52","United States","NASDAQ","USD","1.00","USD","-"
"EBF","ENNIS INC","Industrials","Equity","133,959.24","0.00","133,959.24","6,586.00","20.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UFCS","UNITED FIRE GROUP INC","Financials","Equity","134,211.18","0.00","134,211.18","6,051.00","22.18","United States","NASDAQ","USD","1.00","USD","-"
"SVV","SAVERS VALUE VILLAGE INC","Consumer Discretionary","Equity","134,261.60","0.00","134,261.60","6,935.00","19.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DSGR","DISTRIBUTION SOLUTIONS GROUP INC","Industrials","Equity","134,272.61","0.00","134,272.61","4,031.00","33.31","United States","NASDAQ","USD","1.00","USD","-"
"PNTG","PENNANT GROUP INC","Health Care","Equity","134,362.86","0.00","134,362.86","8,691.00","15.46","United States","NASDAQ","USD","1.00","USD","-"
"EDIT","EDITAS MEDICINE INC","Health Care","Equity","134,485.65","0.00","134,485.65","18,915.00","7.11","United States","NASDAQ","USD","1.00","USD","-"
"BBUC","BROOKFIELD BUSINESS CORP CLASS A","Industrials","Equity","134,536.01","0.00","134,536.01","5,507.00","24.43","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TIPT","TIPTREE INC","Financials","Equity","132,023.79","0.00","132,023.79","6,887.00","19.17","United States","NASDAQ","USD","1.00","USD","-"
"MRNS","MARINUS PHARMACEUTICALS INC","Health Care","Equity","132,105.26","0.00","132,105.26","13,237.00","9.98","United States","NASDAQ","USD","1.00","USD","-"
"ACEL","ACCEL ENTERTAINMENT INC CLASS A","Consumer Discretionary","Equity","132,582.24","0.00","132,582.24","13,153.00","10.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DCO","DUCOMMUN INC","Industrials","Equity","132,971.86","0.00","132,971.86","2,642.00","50.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COCO","THE VITA COCO COMPANY INC","Consumer Staples","Equity","133,139.38","0.00","133,139.38","6,677.00","19.94","United States","NASDAQ","USD","1.00","USD","-"
"MXCT","MAXCYTE INC","Health Care","Equity","130,707.00","0.00","130,707.00","25,380.00","5.15","United States","NASDAQ","USD","1.00","USD","-"
"UHT","UNIVERSAL HEALTH REALTY INCOME TRU","Real Estate","Equity","130,940.10","0.00","130,940.10","3,285.00","39.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLGT","FULGENT GENETICS INC","Health Care","Equity","131,014.75","0.00","131,014.75","5,315.00","24.65","United States","NASDAQ","USD","1.00","USD","-"
"SANA","SANA BIOTECHNOLOGY INC","Health Care","Equity","131,107.34","0.00","131,107.34","22,841.00","5.74","United States","NASDAQ","USD","1.00","USD","-"
"CRSR","CORSAIR GAMING INC","Information Technology","Equity","131,254.50","0.00","131,254.50","10,335.00","12.70","United States","NASDAQ","USD","1.00","USD","-"
"AMAL","AMALGAMATED FINANCIAL","Financials","Equity","131,456.27","0.00","131,456.27","5,129.00","25.63","United States","NASDAQ","USD","1.00","USD","-"
"WRLD","WORLD ACCEPTANCE CORP","Financials","Equity","131,787.75","0.00","131,787.75","995.00","132.45","United States","NASDAQ","USD","1.00","USD","-"
"SPOK","SPOK HOLDINGS INC","Communication","Equity","131,853.94","0.00","131,853.94","7,747.00","17.02","United States","NASDAQ","USD","1.00","USD","-"
"MLAB","MESA LABORATORIES INC","Health Care","Equity","131,882.00","0.00","131,882.00","1,403.00","94.00","United States","NASDAQ","USD","1.00","USD","-"
"VVX","V2X INC","Industrials","Equity","129,593.73","0.00","129,593.73","3,381.00","38.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBCP","INDEPENDENT BANK CORP","Financials","Equity","129,659.68","0.00","129,659.68","5,224.00","24.82","United States","NASDAQ","USD","1.00","USD","-"
"OFIX","ORTHOFIX MEDICAL INC","Health Care","Equity","129,699.12","0.00","129,699.12","9,192.00","14.11","United States","NASDAQ","USD","1.00","USD","-"
"PGC","PEAPACK GLADSTONE FINANCIAL CORP","Financials","Equity","129,831.44","0.00","129,831.44","4,903.00","26.48","United States","NASDAQ","USD","1.00","USD","-"
"INST","INSTRUCTURE HOLDINGS INC","Information Technology","Equity","130,007.52","0.00","130,007.52","5,272.00","24.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VITL","VITAL FARMS INC","Consumer Staples","Equity","130,183.50","0.00","130,183.50","8,826.00","14.75","United States","NASDAQ","USD","1.00","USD","-"
"CAC","CAMDEN NATIONAL CORP","Financials","Equity","130,202.82","0.00","130,202.82","3,762.00","34.61","United States","NASDAQ","USD","1.00","USD","-"
"VTS","VITESSE ENERGY INC","Energy","Equity","130,579.34","0.00","130,579.34","6,442.00","20.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCBG","CAPITAL CITY BANK INC","Financials","Equity","130,604.50","0.00","130,604.50","4,615.00","28.30","United States","NASDAQ","USD","1.00","USD","-"
"LAND","GLADSTONE LAND REIT CORP","Real Estate","Equity","128,099.52","0.00","128,099.52","9,364.00","13.68","United States","NASDAQ","USD","1.00","USD","-"
"STEM","STEM INC","Industrials","Equity","128,202.23","0.00","128,202.23","42,877.00","2.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQBK","EQUITY BANCSHARES INC CLASS A","Financials","Equity","128,801.20","0.00","128,801.20","4,010.00","32.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTGR","NETGEAR INC","Information Technology","Equity","128,883.90","0.00","128,883.90","8,858.00","14.55","United States","NASDAQ","USD","1.00","USD","-"
"ATRI","ATRION CORP","Health Care","Equity","129,116.00","0.00","129,116.00","382.00","338.00","United States","NASDAQ","USD","1.00","USD","-"
"YMAB","Y MABS THERAPEUTICS INC","Health Care","Equity","129,178.00","0.00","129,178.00","9,227.00","14.00","United States","NASDAQ","USD","1.00","USD","-"
"FCEL","FUELCELL ENERGY INC","Industrials","Equity","129,334.26","0.00","129,334.26","101,838.00","1.27","United States","NASDAQ","USD","1.00","USD","-"
"ODC","OIL DRI CORPORATION OF AMERICA","Consumer Staples","Equity","126,896.64","0.00","126,896.64","1,968.00","64.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALRS","ALERUS FINANCIAL CORP","Financials","Equity","127,181.50","0.00","127,181.50","5,650.00","22.51","United States","NASDAQ","USD","1.00","USD","-"
"CVRX","CVRX INC","Health Care","Equity","127,203.78","0.00","127,203.78","5,209.00","24.42","United States","NASDAQ","USD","1.00","USD","-"
"RSI","RUSH STREET INTERACTIVE INC CLASS","Consumer Discretionary","Equity","127,245.30","0.00","127,245.30","23,305.00","5.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSTL","CASTLE BIOSCIENCES INC","Health Care","Equity","127,256.76","0.00","127,256.76","5,436.00","23.41","United States","NASDAQ","USD","1.00","USD","-"
"FRBA","FIRST BANK","Financials","Equity","127,355.80","0.00","127,355.80","9,490.00","13.42","United States","NASDAQ","USD","1.00","USD","-"
"FRST","PRIMIS FINANCIAL CORP","Financials","Equity","125,656.80","0.00","125,656.80","9,840.00","12.77","United States","NASDAQ","USD","1.00","USD","-"
"GEFB","GREIF INC CLASS B","Materials","Equity","126,042.33","0.00","126,042.33","2,017.00","62.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BCML","BAYCOM CORP","Financials","Equity","126,094.45","0.00","126,094.45","6,289.00","20.05","United States","NASDAQ","USD","1.00","USD","-"
"HOFT","HOOKER FURNISHINGS CORP","Consumer Discretionary","Equity","126,106.88","0.00","126,106.88","5,312.00","23.74","United States","NASDAQ","USD","1.00","USD","-"
"SRI","STONERIDGE INC","Consumer Discretionary","Equity","126,147.84","0.00","126,147.84","6,916.00","18.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNTK","MONTAUK RENEWABLES INC","Utilities","Equity","126,258.00","0.00","126,258.00","19,130.00","6.60","United States","NASDAQ","USD","1.00","USD","-"
"SMMF","SUMMIT FINANCIAL GROUP INC","Financials","Equity","126,338.63","0.00","126,338.63","4,469.00","28.27","United States","NASDAQ","USD","1.00","USD","-"
"DJCO","DAILY JOURNAL CORP","Communication","Equity","126,383.40","0.00","126,383.40","396.00","319.15","United States","NASDAQ","USD","1.00","USD","-"
"IRMD","IRADIMED CORP","Health Care","Equity","124,467.42","0.00","124,467.42","2,787.00","44.66","United States","NASDAQ","USD","1.00","USD","-"
"BHB","BAR HARBOR BANKSHARES","Financials","Equity","124,490.21","0.00","124,490.21","4,861.00","25.61","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"LYTS","LSI INDUSTRIES INC","Industrials","Equity","124,915.54","0.00","124,915.54","9,098.00","13.73","United States","NASDAQ","USD","1.00","USD","-"
"GDOT","GREEN DOT CORP CLASS A","Financials","Equity","125,276.80","0.00","125,276.80","14,236.00","8.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADTN","ADTRAN HOLDINGS INC","Information Technology","Equity","125,410.60","0.00","125,410.60","18,718.00","6.70","United States","NASDAQ","USD","1.00","USD","-"
"MLR","MILLER INDUSTRIES INC","Industrials","Equity","125,459.28","0.00","125,459.28","3,078.00","40.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GOOD","GLADSTONE COMMERCIAL REIT CORP","Real Estate","Equity","125,471.01","0.00","125,471.01","9,903.00","12.67","United States","NASDAQ","USD","1.00","USD","-"
"BAND","BANDWIDTH INC CLASS A","Communication","Equity","122,936.52","0.00","122,936.52","8,609.00","14.28","United States","NASDAQ","USD","1.00","USD","-"
"CRMT","AMERICAS CAR MART INC","Consumer Discretionary","Equity","123,006.00","0.00","123,006.00","1,976.00","62.25","United States","NASDAQ","USD","1.00","USD","-"
"NRIM","NORTHRIM BANCORP INC","Financials","Equity","123,026.40","0.00","123,026.40","2,520.00","48.82","United States","NASDAQ","USD","1.00","USD","-"
"MOV","MOVADO GROUP INC","Consumer Discretionary","Equity","123,295.95","0.00","123,295.95","4,405.00","27.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRDX","SURMODICS INC","Health Care","Equity","123,489.99","0.00","123,489.99","3,887.00","31.77","United States","NASDAQ","USD","1.00","USD","-"
"CELC","CELCUITY INC","Health Care","Equity","123,605.30","0.00","123,605.30","7,990.00","15.47","United States","NASDAQ","USD","1.00","USD","-"
"LSEA","LANDSEA HOMES CORP","Consumer Discretionary","Equity","123,631.86","0.00","123,631.86","9,859.00","12.54","United States","NASDAQ","USD","1.00","USD","-"
"NMRA","NEUMORA THERAPEUTICS INC","Health Care","Equity","123,663.36","0.00","123,663.36","8,051.00","15.36","United States","NASDAQ","USD","1.00","USD","-"
"WVE","WAVE LIFE SCIENCES LTD","Health Care","Equity","123,755.40","0.00","123,755.40","31,410.00","3.94","United States","NASDAQ","USD","1.00","USD","-"
"TREE","LENDINGTREE INC","Financials","Equity","123,853.92","0.00","123,853.92","3,912.00","31.66","United States","NASDAQ","USD","1.00","USD","-"
"ALX","ALEXANDERS REIT INC","Real Estate","Equity","123,954.00","0.00","123,954.00","566.00","219.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLNE","CLEAN ENERGY FUELS CORP","Energy","Equity","124,029.83","0.00","124,029.83","42,331.00","2.93","United States","NASDAQ","USD","1.00","USD","-"
"ACTG","ACACIA RESEARCH CORP","Financials","Equity","124,137.93","0.00","124,137.93","31,269.00","3.97","United States","NASDAQ","USD","1.00","USD","-"
"AROW","ARROW FINANCIAL CORP","Financials","Equity","121,818.84","0.00","121,818.84","5,038.00","24.18","United States","NASDAQ","USD","1.00","USD","-"
"CRBU","CARIBOU BIOSCIENCES INC","Health Care","Equity","121,954.33","0.00","121,954.33","18,121.00","6.73","United States","NASDAQ","USD","1.00","USD","-"
"RCEL","AVITA MEDICAL INC","Health Care","Equity","122,001.10","0.00","122,001.10","7,219.00","16.90","United States","NASDAQ","USD","1.00","USD","-"
"BFS","SAUL CENTERS REIT INC","Real Estate","Equity","122,104.98","0.00","122,104.98","3,238.00","37.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UIS","UNISYS CORP","Information Technology","Equity","122,110.40","0.00","122,110.40","18,280.00","6.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWPX","NORTHWEST PIPE","Industrials","Equity","122,128.80","0.00","122,128.80","4,044.00","30.20","United States","NASDAQ","USD","1.00","USD","-"
"MPB","MID PENN BANCORP INC","Financials","Equity","122,150.91","0.00","122,150.91","5,663.00","21.57","United States","NASDAQ","USD","1.00","USD","-"
"MODV","MODIVCARE INC","Health Care","Equity","122,281.25","0.00","122,281.25","3,125.00","39.13","United States","NASDAQ","USD","1.00","USD","-"
"APPS","DIGITAL TURBINE INC","Information Technology","Equity","122,375.90","0.00","122,375.90","22,874.00","5.35","United States","NASDAQ","USD","1.00","USD","-"
"CENT","CENTRAL GARDEN AND PET","Consumer Staples","Equity","122,490.63","0.00","122,490.63","2,619.00","46.77","United States","NASDAQ","USD","1.00","USD","-"
